Date,VBIL,VTEC,VCRB,VCRM,VPLS,VIG,VWOB,VSGX,VCEB,ESGV,EDV,VXF,VEU,VSS,VEA,VWO,VGK,VPL,VGVT,VUG,VYM,BIV,VCIT,VTEI,VGIT,VIGI,VYMI,VV,BLV,VCLT,VTEL,VGLT,MGC,MGK,MGV,VO,VOT,VOE,VMBS,VGMS,MUNY,VONE,VONG,VONV,VTWO,VTWG,VTWV,VTHR,VOO,VOOG,VOOV,IVOO,IVOG,IVOV,VIOO,VIOG,VIOV,VSDB,VSDM,BSV,VCSH,VTIP,VTES,VGSH,VB,VBK,VBR,VTEB,BND,VTC,VTP,BNDX,VXUS,VTI,VTG,BNDW,VT,VFMV,VFMO,VFMF,VFQY,VFVA,VUSB,VGUS,VTV
2011-06-30,,,,,,-0.012870231426755918,,,,,-0.05313953133516536,-0.023387930364250686,-0.010921350881546554,-0.02077971813057078,-0.012191891447666303,-0.009977635356891335,-0.020852376583688992,0.007304468904508976,,-0.017018616604419612,-0.01854272406831803,-0.008503616821468163,-0.010852106217284163,,-0.004005768316154956,,,-0.022111022468173203,-0.02594709889680935,-0.024685148362286413,,-0.02238684790195644,-0.020474812237708417,-0.01668984943429097,-0.025653313793107868,-0.023792172248358945,-0.017336095875100987,-0.03016278264880823,-0.0021463533727134054,,,-0.018935134589851854,-0.014740851211388573,-0.02101605909895876,-0.022384717985093006,-0.014953283535493078,-0.020357018863695675,-0.01935166877476735,-0.021566370291010606,-0.011766542708717798,-0.02177857913762793,-0.017446173409292998,-0.013110000085573725,-0.017670071221798866,-0.010815701126690946,-0.016461516115539587,-0.02279473582522884,,,-0.0014787768863290252,-0.0028000664573963885,,,-0.0004926534194156229,-0.020948295827567298,-0.02018930854379075,-0.020818749058584718,,-0.006487927083574596,,,,-0.012129327494706632,-0.022158620300014586,,,-0.013372671102868439,,,,,,,,-0.026909709689609485
2011-07-31,,,,,,-0.03464908703784442,,,,,0.05992873922545949,-0.03232978821839283,-0.023690027557568327,-0.014114713620700492,-0.023897153843287278,-0.006170284731614961,-0.04595552289502536,0.009727612807828967,,-0.007265438289770221,-0.027339482352637945,0.022513394381820984,0.022441130436395396,,0.02010939515875876,,,-0.02013535596023619,0.03901954455109413,0.03502489768878014,,0.036573268173025975,-0.017567286948696914,-0.0026268147849305423,-0.03321846688966623,-0.034319753415534504,-0.0307262046609299,-0.03887613990117378,0.005084124742541496,,,-0.022764719197184258,-0.009009031123965339,-0.028397571154646806,-0.0352618119060244,-0.03751276623395572,-0.03260870957074957,-0.022858134730387003,-0.02055024321065757,-0.00643606622780768,-0.036599796763947756,-0.03842035918996922,-0.030701134037707578,-0.04186566508901024,-0.03234620049771231,-0.03594820628168671,-0.017255181792966257,,,0.004566244010317799,0.005105316319961695,,,0.0019714596465874035,-0.03625883049841794,-0.03876602761236814,-0.033247742154341564,,0.01355345520560447,,,,-0.017540469728917096,-0.022660862824270156,,,-0.02152677009715198,,,,,,,,-0.034968762018763644
2011-08-31,,,,,,-0.032007392537576895,,,,,0.16371226141235828,-0.0829061101645735,-0.08472142003063521,-0.0894549532759843,-0.08582186666272573,-0.09085263694897483,-0.09281374372614137,-0.06568575915181551,,-0.05668015136186233,-0.02833633252584833,0.021551796160771852,0.0037799969579173087,,0.026021096280588907,,,-0.05693106475032683,0.04658154828952976,0.008521704717843415,,0.0843929647570949,-0.054323257340442854,-0.05064829759089817,-0.05726647868594992,-0.06966267585625852,-0.0740179136284963,-0.06563706076274867,0.012840463576247352,,,-0.056043271699100505,-0.05746748682659908,-0.06784964756855849,-0.09556963358565662,-0.09099186521912583,-0.09484470646150589,-0.06479297530731365,-0.05516071752456475,-0.04663969341077301,-0.06179969967272536,-0.07433935357580201,-0.061671986447164984,-0.0742647866421835,-0.07736974593110935,-0.07593597435859933,-0.08827827407983524,,,0.004668270839001787,-0.002793666294642838,,,0.0034431723019086036,-0.0834884163438222,-0.08586649344913411,-0.08191880792709294,,0.013858489667438745,,,,-0.08450700921301224,-0.060882569749044824,,,-0.0725198892284652,,,,,,,,-0.058975755550194076
2011-09-30,,,,,,-0.06804284010045958,,,,,0.22859417091180223,-0.11141099604846494,-0.13008306715727225,-0.14931689536097736,-0.11330195507166707,-0.18438421165152508,-0.12238294322367183,-0.09148858369244817,,-0.07659298554142879,-0.04938857634548599,-0.0006842876761050665,-0.016520901547538158,,0.0038426069686652298,,,-0.07751384215901913,0.05543415599765189,0.029879925331718793,,0.09673161584932566,-0.0718046933377744,-0.07106277822623586,-0.07343415641123507,-0.09896195883569425,-0.10974612361456348,-0.08697359692025874,-0.0042259165366829166,,,-0.07743201284226886,-0.0707888479699944,-0.0789474283758218,-0.10426870364560525,-0.11411411927427073,-0.10259216971740326,-0.07504045693442218,-0.07306593517023119,-0.06369967841071167,-0.07781306161166723,-0.0916595303730584,-0.10710805888550545,-0.1094759898632569,-0.10120769978365429,-0.09606269141261214,-0.0962910369037937,,,-0.00440206182104641,-0.011587877841082395,,,-0.0019607668364186592,-0.10980567510068495,-0.11420246904096354,-0.10643084968946093,,0.00407669462434157,,,,-0.12654387777892218,-0.08059887953139622,,,-0.10718202029992085,,,,,,,,-0.07563854957569927
2011-10-31,,,,,,0.09598032129359235,,,,,-0.06677469823241022,0.14381781534845572,0.11492760351109776,0.09318043941813148,0.09757718605866739,0.15908447270303716,0.12420067033969673,0.05427158724313563,,0.11601719409710709,0.0806531985133816,0.0006847562463656587,0.016180800066794898,,-0.006430840371238755,,,0.11035811771246973,-0.005448403817041814,0.02984544805910838,,-0.03995730883335624,0.10546674268518497,0.1139444759536481,0.10460373497990716,0.13087564473366098,0.1405704400890373,0.1237068464441351,-0.0011574338949538188,,,0.11029266543670602,0.10713621311507748,0.11266467163533256,0.15234373282874025,0.15762717489834288,0.15947925502283344,0.1138131965069249,0.10741888627492369,0.09941944209774589,0.1266694125489496,0.12722456000622828,0.1334060358327782,0.15699316975441646,0.15802419473899532,0.14657503212122536,0.1592344050163721,,,0.000736983411173453,0.005926295647972202,,,-0.00016375468124796289,0.15284342889636027,0.1627280459781133,0.14429644438380218,,-0.0014329486535539226,,,,0.10245589463448801,0.11365206895111424,,,0.11266907366391288,,,,,,,,0.10265678872211703
2011-11-30,,,,,,0.018712575331171655,,,,,0.03456057312412697,-0.0054997329422514785,-0.025712227072846705,-0.028334890912382504,-0.02086479083992787,-0.017096053583960047,-0.02865888393856364,-0.0050890256558363545,,-0.00208234931090423,0.01259155753704011,-0.00912308164539477,-0.019812778897874694,,0.004777277878094788,,,-0.004359198023567767,-0.012161641522765998,-0.036716317778153984,,0.019070195106057453,-0.0018660606099973887,-0.000618737738824704,-0.011078822754835294,-0.006112531388863807,-0.015809055176619125,0.0015343657842574743,0.0005794243858912029,,,-0.00401535522237928,-0.0015067830784805114,-0.00509923110681032,-0.006779686879303526,-0.0076460258885570065,-0.03543860452216974,-0.0029694003309225225,-0.002965774072756333,-0.004950482584395788,-0.024425298184223343,-0.006214355742234057,-0.018601665106776077,-0.02090229517730169,-0.009478640780754222,-0.0023644028125575645,-0.006638287483377692,,,-0.0028228196791553195,-0.010374041611076357,,,0.00016378150123541602,-0.004381590934187329,-0.006560258822358667,-0.0014150967727540875,,-0.003109329439015096,,,,-0.021152084963027784,-0.0037336320523830846,,,-0.012381193432648208,,,,,,,,-0.005589840199628937
2011-12-31,,,,,,0.00385751110336896,,,,,0.023501788367485066,-0.011441618799270858,-0.057299091030047156,-0.06912278902751545,-0.05404576434902808,-0.0639392608981939,-0.066891917086355,-0.06374191543875396,,-0.008667751559234604,0.023287334161360418,0.0009207254185366054,0.021453414806891447,,0.007055318027581414,,,0.0035026404252900267,0.02051905943853205,0.03919449396026842,,0.025952759863944408,0.005141327443300536,-0.007428819999027003,0.0181380757544507,-0.01681011013146494,-0.02409436889768002,-0.010532421273474757,0.001351084596965535,,,0.0035057101772848487,-0.006371580684173983,0.01665751106754465,-0.0011945340724732745,-0.001147535980724923,0.030738425623497934,0.005956487858864268,0.005249330342094627,0.0011608573086216989,0.022275388278176766,-0.012675342626487174,-0.014705907102274374,0.012453313900387952,0.01963370095240924,0.00837413132611986,0.021076071442298172,,,-0.005046198918269185,0.007635615282999941,,,-0.0016372345419203294,-0.01093134931534745,-0.01126508751477251,-0.01322626633266788,,0.00215931266624092,,,,-0.05977007986485272,0.004059995823132878,,,-0.033355673267194796,,,,,,,,0.017445270851269123
2012-01-31,,,,,,0.025983497333900152,,,,,-0.01525340801305397,0.07581019084892104,0.06860018414452163,0.09011212957676373,0.0561540764113897,0.10782525112009944,0.05454980219372252,0.06661059379662415,,0.0628238531988825,0.017675719872424223,0.015292650481624648,0.023066575611632167,,0.004721254055802593,,,0.04869111610254295,0.009129402438736278,0.012802775656545862,,-0.00026633300889866707,0.04371079147831547,0.05925160871578261,0.031176381935863473,0.06672220266148576,0.08112196433969276,0.052254709862989746,0.002313009433581481,,,0.04820957766870215,0.060580497034597336,0.03619010241988074,0.07073294850490974,0.07549644593929772,0.057526067435395234,0.04597706876579988,0.044734545878058585,0.03975487110057463,0.04448048397263804,0.06658684228466027,0.06218911877518729,0.06185205530138016,0.05711978377949967,0.04716393216270376,0.06678972196752864,,,0.005690335659399137,0.010788547794834624,,,-0.0001639606692072082,0.06947041903960516,0.07215822540844141,0.06973037935634552,,0.0063442515380480735,,,,0.0733496305153385,0.05069975664249693,,,0.05465494658805459,,,,,,,,0.0346732641765346
2012-02-29,,,,,,0.027644002951610958,,,,,-0.03281147885848301,0.04177869817523128,0.05310361238425254,0.06421476421416883,0.04884086261452647,0.0543349666328905,0.0542458874130789,0.04176522491496404,,0.04783667609454034,0.03148061018259107,-0.0028312569802909637,0.003916006220487267,,-0.008640286255525154,,,0.0424363326774051,-0.010662335810866619,0.00933834093637298,,-0.02277266171086212,0.044330623869994756,0.048282611337310044,0.03887191960293035,0.04326296308631594,0.05095539287468864,0.036233240011116497,-0.0019230475792517687,,,0.04632565691968371,0.045664324841054205,0.03701131357693521,0.026966690454503617,0.03128342881040114,0.026197224876179925,0.04562100900963384,0.04281905490208615,0.04269549897935421,0.042758612797177964,0.04461554972443382,0.05651826611565092,0.040873758203366695,0.03183838623537216,0.027981371628790663,0.023753376490159184,,,-0.0012300873279421642,0.007115695167771996,,,-0.0008201254839541594,0.032747211677038424,0.03871989816291599,0.025507145899763772,,-0.002022102647346369,,,,0.04555808497685376,0.04218481655574147,,,0.047650376050067944,,,,,,,,0.038850980340648045
2012-03-31,,,,,,0.01614023468266934,,,,,-0.07310141130004388,0.02134254235857025,-0.008964538788812204,-0.011334555698184534,0.0029471993286671605,-0.02599148150683872,0.0006512978376564948,0.004916760897911043,,0.031840687413118296,0.020206334099885925,-0.012379374554302158,-0.010047263468699774,,-0.011314951781411065,,,0.028576004677023592,-0.032114053218390226,-0.04118237627885757,,-0.04551644130424182,0.029223526038197,0.03501215010723069,0.025189503415782077,0.018985814624194575,0.018773046776363822,0.019879285212130338,-0.0005780846457043021,,,0.025003976300882247,0.03225798961975146,0.02798254290224067,0.022684883011605095,0.01968040537168969,0.022764252453315592,0.028662408581659804,0.02843908914610438,0.029488164937609085,0.02843917383798855,0.022123252764234547,0.017733184721548056,0.008902981637661123,0.02299355196793318,0.026200918947840934,0.033958190262651344,,,-0.0032019029138838917,-0.002775690320131363,,,-0.0009848581811733315,0.02300200575253397,0.02245997192088578,0.02370905095880671,,-0.0073897823040062205,,,,-0.005446622912616883,0.026274653854572394,,,0.01173761022924169,,,,,,,,0.02233254479125457
2012-04-30,,,,,,-0.0034158969350226442,,,,,0.06716205875576309,-0.008594511631644486,-0.018091429888592248,-0.013712500887537726,-0.023802456292961627,-0.020933973357670665,-0.024951215492984402,-0.02239365149373329,,-0.0029589838080965603,-0.00020635725146622708,0.010694575839086395,0.01170153262010265,,0.015620081188269186,,,-0.006053071361185602,0.02901804178824552,0.018239531197156822,,0.04426040025127764,-0.0055958644096097965,-0.003075220200782214,-0.012643101203413276,-0.006251558283691172,-0.005223456470052179,-0.007657477092231413,0.0052053299271941356,,,-0.006370413976443667,-0.004422102573076403,-0.01369193436805416,-0.015344912502481933,-0.014947124567601278,-0.01812405686312535,-0.0017027958660963405,-0.006369483371369666,-0.00192931520802897,-0.014951773211711927,-0.006162573880016842,-0.0034849061070492127,0.001733384997455456,-0.01609629676751978,-0.003404225018007523,-0.022886029047028633,,,0.0030887075915395634,0.0022773317698736584,,,0.001643090258268698,-0.010162640235673814,-0.00989074917234889,-0.009945964415453146,,0.007684911131477401,,,,-0.020810530803616722,-0.006365888055267832,,,-0.011808570321497514,,,,,,,,-0.009188605695089058
2012-05-31,,,,,,-0.04370178755345644,,,,,0.14084262440817907,-0.07020229372039766,-0.11400269822633258,-0.10985754290197647,-0.1116797367698219,-0.10667295040024294,-0.11971511833159021,-0.09547640060885354,,-0.06288870044222672,-0.046636367400538004,0.012401911194159565,0.0011802014653514714,,0.010354809260484377,,,-0.06152408471391735,0.04568805774156748,0.025540264828957993,,0.07642882162884335,-0.05960818336052576,-0.0615133252060186,-0.05484417712582512,-0.07104973674495041,-0.0752624885714871,-0.06752020796054126,0.0015343657842574743,,,-0.06364346593069758,-0.06100092820156966,-0.05602378918662221,-0.06681064927433045,-0.07454327877626665,-0.06606214584262537,-0.06605672914631111,-0.06003752669721529,-0.04936802520184713,-0.06038845659043268,-0.06019363568673375,-0.06046909605956152,-0.06591157223255628,-0.06101694152915105,-0.055935100849494934,-0.07361216962110861,,,0.0,-0.0034082841239641004,,,0.0,-0.06724843412352532,-0.07201762355649444,-0.0631458310362848,,0.007030552671097201,,,,-0.10827740648722117,-0.06225628176479148,,,-0.08930821945689105,,,,,,,,-0.059142624284702516
2012-06-30,,,,,,0.01594981006840812,,,,,-0.028918060324493178,0.03144419345549987,0.06524560025702342,0.04186399459114898,0.06980682649830117,0.05023671289888387,0.08265926047139671,0.06660985617398452,,0.025637228777373178,0.041558401238934284,-0.0017981979778932677,0.004479514855779021,,-0.0025621427709846545,,,0.03327787106119806,-0.007525883082297735,0.005972490331930258,,-0.01740127890470078,0.037012456187414555,0.029389025945251168,0.041922275931141506,0.025096261464859992,0.01529970342835374,0.03366561928100298,0.0022979496185302484,,,0.03139607915636833,0.018763835947080754,0.03764008343982583,0.051752663554988754,0.05412291535173375,0.05391817950584321,0.03005149239660465,0.03592814181283277,0.028468632662854487,0.03560881097668056,0.014161587974875767,0.00434241260421353,0.0299764019413713,0.03704286052841499,0.040253250342822344,0.04531272908303041,,,-0.000739071144031378,0.0025333069710926637,,,-0.000820197470660422,0.04623005773587319,0.04856674531306493,0.04473036494405336,,-0.0015383372325908917,,,,0.059709007317404694,0.03519968888660241,,,0.051335166039006674,,,,,,,,0.04035704203963775
2012-07-31,,,,,,0.019580184110792986,,,,,0.05814411661086538,-0.007266924153106036,0.00488044814967159,0.0,0.0025340489223752982,0.0020034564424247225,0.003268722476376995,-0.008978467129479029,,0.012204001993671554,0.02140487566203264,0.015311873621080663,0.020772260198081316,,0.006799591208327627,,,0.011272154269555523,0.03970515422465981,0.05052091750673049,,0.029084798115926125,0.01431925958186886,0.01765587147021397,0.014229682407721711,0.0003886840657716384,-0.007301556635836537,0.007823877589860917,0.005158587255952085,,,0.017810918372950013,0.019811155660193647,0.01552215559034642,-0.011004570920025047,-0.01827241108679356,-0.01135059106784786,0.01627979217647657,0.01204238944605307,0.01961978578748802,0.011573338707948855,-0.0004760199790379005,0.002161818792932202,0.0031065831782703945,-0.007113685831300898,-0.005652165067368653,-0.006439451220403569,,,0.0036978067535331505,0.00720151211415776,,,0.0011492315711636447,-0.009994767583903053,-0.013369883753960976,-0.004252101159958888,,0.010073549788853553,,,,0.003077586369610419,0.008751802540314824,,,0.0072257903281258695,,,,,,,,0.011798352942700818
2012-08-31,,,,,,0.01903118171865059,,,,,-0.02539539775336508,0.03731476906301534,0.02646916329553539,0.031088799386573385,0.03285936874292461,0.0024994324672225066,0.046776780647722616,0.011073144192336404,,0.03399192463345879,0.007731378262885391,-0.0015524438808457441,0.003104123162176009,,-0.0004502293341357433,,,0.025159204387776635,-0.010129659518179679,-0.005224971957215496,,-0.010802670565985828,0.024441632317511397,0.0322997414201347,0.01161101936295661,0.03055798107440011,0.037402180478516955,0.02509477170906438,0.003801573096733568,,,0.022748970590055873,0.023220500735612992,0.02409039368703403,0.030519821781903156,0.03814791026067277,0.03144764146973378,0.018556732716895175,0.025067457744797794,0.0217780290055829,0.018239072277790314,0.03524364735435093,0.04083207185784454,0.02265693950965697,0.03978659559544351,0.03162801559016337,0.039993718955458,,,0.000982461387140754,0.0046411830346462235,,,0.0008199284590992839,0.035600429710857195,0.040169384555724275,0.02989248519845855,,-0.0005866836769723438,,,,0.02596182007431147,0.02702320568700789,,,0.024782595427139897,,,,,,,,0.014840992495290584
