Date,VIG,VWOB,EDV,VXF,VEU,VSS,VEA,VWO,VGK,VPL,VUG,VYM,BIV,VCIT,VGIT,VV,BLV,VCLT,VGLT,MGC,MGK,MGV,VO,VOT,VOE,VMBS,VONE,VONG,VONV,VTWO,VTWG,VTWV,VTHR,VOO,VOOG,VOOV,IVOO,IVOG,IVOV,VIOO,VIOG,VIOV,BSV,VCSH,VTIP,VGSH,VB,VBK,VBR,BND,BNDX,VXUS,VTI,VT,VTV
2013-08-02,0.009015525294424398,-0.0073767273144480505,-0.02306124628806605,0.01766594851792469,0.0076972547964087035,0.004096632375529152,0.014581103373842774,-0.00649031770637476,0.014280233169138956,0.012782893181358723,0.014768202538304465,0.007453878544896098,-0.003464674990515615,-0.005109318993166578,-0.0012559157001020838,0.011738953837929111,-0.014170960603655525,-0.01188354107982359,-0.012092607644111242,0.00864005545582458,0.011884258209010623,0.0071456692797369215,0.022058079954285992,0.024147527913343625,0.019756843871781893,-0.0011715985094000736,0.014719166359816294,0.014777116714769,0.009227957654581065,0.01019182804040275,0.02172662876263387,0.0011307031282723479,0.012690652950382963,0.011106813986336395,0.011607344740718561,0.010301224284494426,0.020707181479252545,0.025140650123433028,0.017912348762209707,0.012726445709887013,0.019048719771792344,0.007545873351341381,-0.00037339781757905754,-0.0007529814051701056,0.003238863207894571,0.00016436497176131049,0.017003369585547157,0.020672109306346886,0.013877984162794066,-0.0033337035459681807,-0.0012072710738418868,0.006830842620092925,0.011766035738230984,0.01120500782033984,0.009093366899252109
2013-08-09,-0.007658500910041388,0.0011734546397164092,0.004595805841069112,-0.010652256034209828,0.0004243678614554991,0.010775253145219876,0.0005226145159247242,-0.005527573121182461,0.010083690362424624,-0.011768760512295029,-0.009185306640130508,-0.009584659208410895,0.0025176726441993313,0.0007165598493765746,0.001100278151515921,-0.009562667309469641,0.0034738053961604898,0.002886324225680692,0.004627633943483644,-0.009079986105796634,-0.009890270417296398,-0.009012487189859253,-0.007812529685906622,-0.008530819996281136,-0.006909558646592262,0.0011729727625402475,-0.0075072702046452555,-0.007532087320264891,-0.009916345876752053,-0.010563790975055665,-0.00821327351594836,-0.010289869114098016,-0.006075991859918917,-0.009452009900574265,-0.008605667732352273,-0.008905555130496845,-0.01186380340655313,-0.01319627805281598,-0.00934471187138397,-0.006000212479453815,-0.0026546342599547135,-0.006567573324247289,0.0,0.00012552758717876422,-0.0006053792002175262,0.0004930765815522875,-0.010326544537828442,-0.009903645540840889,-0.01114907327149861,0.0029732143228458074,-0.00020141663287953637,0.002261525734619463,-0.00880657990272582,-0.004359634279667013,-0.009427427298890678
2013-08-16,-0.023581556339757448,-0.009636643507578091,-0.04346018186642531,-0.023926664514656193,-0.0002121343776623208,-0.004760909453492279,-0.0005223415326573999,-0.007579662402198983,0.0,-0.0020710896570412807,-0.019263165436435137,-0.02478782447108152,-0.016862037978909394,-0.0196921053568474,-0.010048663894617338,-0.02085482415316231,-0.03187296497482084,-0.035016167290052636,-0.03283813690420723,-0.01936374358454518,-0.01576398199381912,-0.021671805829548307,-0.025885800127131597,-0.029158728877960227,-0.022646706589319443,-0.011130632786850558,-0.019999968699919823,-0.02023777540513183,-0.02016123150023097,-0.02171302237693351,-0.022802065813241956,-0.023583118366661493,-0.021905166388726194,-0.020502951704901573,-0.017863859694384643,-0.022919678542087207,-0.02461283502490197,-0.024970421424278855,-0.026093315265042216,-0.019362238252253472,-0.01962955172462222,-0.021804742011080736,-0.0036110188562235024,-0.005651098377036257,-0.0072683347309517865,-0.0006570905459492016,-0.02355157688436682,-0.024961739587186282,-0.022996261954463804,-0.011981240509785995,-0.005843258297120069,-0.0018461569761618613,-0.02175650577731747,-0.010946948983488691,-0.021973404644950678
2013-08-23,0.002634664900172945,-0.009730512340156428,0.01206522402556054,0.013073663087060927,-0.0063640059597969145,-0.004159749486745468,-0.0015678435477740615,-0.015529547589321013,0.0015068377496232355,-0.007090969380423751,0.00896149478441055,0.004178302301615977,-0.00012166568959803836,0.00024353874615989923,-0.0022204502988502073,0.005653435695215814,0.009864402796667004,0.009817334454371718,0.007067241354250964,0.004407616266213221,0.007611790862402934,0.0019778178679781266,0.010306119333997055,0.015263485053796044,0.00628136449017358,0.0007899075041364334,0.004186285774513188,0.010586105144798408,0.001062018174831758,0.012998130213692338,0.016484771058820735,0.010518082536355111,0.004427035473702823,0.0044760923036222255,0.006660646152159222,0.0026656614806170875,0.008985762877021797,0.008860339389992866,0.008176119822376204,0.012775824548379333,0.013913978578145025,0.009248357156271148,-0.0011246731025503776,0.0,0.0008135228191366028,-0.0009863779629278868,0.010991188461026313,0.016358635142176725,0.008569470164158322,0.0,-0.005472242742778133,-0.005959739343130432,0.006986564074345614,0.0,0.003148271742274167
2013-08-30,-0.01766422021127967,-0.006108074616716919,0.03415315523929063,-0.02379347570357293,-0.031169920574647847,-0.02976188816356351,-0.03559279358643652,-0.02456676993083229,-0.04006013403743214,-0.02403764277622522,-0.014721974066557175,-0.01889736731658931,0.003892940470858086,0.003651356000384798,0.0011126958352249972,-0.017780110450176134,0.01159947412140161,0.007383687648878201,0.017543765719985505,-0.018079736210710018,-0.013692205446119599,-0.019739439459376174,-0.02030201842850954,-0.018065051315723668,-0.02316546336218306,0.0021704934824227085,-0.018890106009420204,-0.01686254107573293,-0.023339106892455996,-0.026025923132719342,-0.022955625432616977,-0.02994091287833367,-0.016074641866485773,-0.01900399108310802,-0.01679602692878368,-0.021799906232382482,-0.027815038981858886,-0.026467811657130635,-0.028072363782470022,-0.025458642993144598,-0.020751987809311645,-0.02525847575780582,0.0013762118094780007,0.0,0.00040643076886337504,0.0,-0.025266706254936322,-0.01945984692092151,-0.029115212332185947,0.002125338203276206,0.005298596654727428,-0.031217662908357702,-0.019773434869207684,-0.02527207074381177,-0.020970060666203993
2013-09-06,0.013672137857454247,-0.005611198096290182,-0.0426835660117727,0.018589898417273654,0.03261347526226044,0.03293507090713499,0.033649979099391825,0.04931072508371703,0.02625392101394408,0.0401570595934293,0.02086928552673384,0.00547802389918961,-0.011148790673425335,-0.008488927431652082,-0.006827569201352746,0.015173691352645013,-0.025467720569851804,-0.019667732694201412,-0.025637168856238235,0.014122290577786245,0.022179662202977735,0.008256138716711492,0.01776233033923469,0.018891206564425778,0.01533657851656911,-0.00531601600505438,0.02005048712231905,0.016891931746658484,0.015885921856148233,0.019015645000077352,0.023261224930238633,0.016426089922559006,0.018050001181098674,0.01576486745799688,0.018118307062260364,0.015355414309630389,0.012674042864769142,0.021749903312601626,0.01412064765821186,0.018827940820392408,0.02073601189966534,0.01494513493462657,-0.0038730329216377646,-0.0037888740919618247,-0.004062579012779843,-0.0009873518650492796,0.019518737518419593,0.02188630780187828,0.013652343523961274,-0.008732591637437781,-0.004257103007803242,0.034357673695717184,0.016043419419703442,0.024224049500389366,0.009616839407297295
2013-09-13,0.026242500213356834,0.011688872000737316,-0.0001085065762351789,0.025280452701467837,0.028809186012320964,0.02469516606274902,0.026778693979458312,0.03284485035168849,0.030164146318034213,0.022820896686894798,0.0205637427759775,0.022319799806838292,0.00281866864258018,0.0007338253060926725,0.0033572995529027594,0.019798114628181818,0.006068931212889428,0.002242994457019032,0.0016925775345022487,0.020800287585006183,0.01842023649932978,0.021370075920628118,0.023570774076709267,0.02581198460326739,0.02251749105386791,0.004750551496336186,0.015620892384916818,0.021466908501373894,0.018310648919673822,0.024149328070766307,0.02444596032976354,0.02098257409774429,0.016435930213993366,0.020255174802747522,0.01868566486484813,0.020476428724588214,0.026270171335219805,0.022617352923073986,0.019746804539161333,0.020212519785051564,0.018975383939353163,0.02042514237504922,0.002006723014905454,0.003296173241426059,0.00265145974611225,0.000658885128159703,0.022183979075427462,0.024956892087032223,0.022332160132089385,0.004530589158059817,0.0006108020082766785,0.027026975976930823,0.020782549316246568,0.024390238744933512,0.021792496987715904
2013-09-20,0.014285714285714235,0.02656042389035873,0.022892488361386132,0.014767969418037374,0.021364916273683976,0.015253203740684285,0.023011958505145813,0.022015599013367027,0.021682765075866195,0.026673379236835215,0.016475042602801748,0.013409018713198995,0.01368685191404273,0.014055261918457962,0.010356939822541156,0.013371058522106516,0.014034215715086784,0.015790086264424463,0.0130568125045194,0.013469155264239419,0.016860798745242933,0.011536960493341741,0.013032769837210134,0.015475458180508772,0.010942457188880761,0.00847124348688899,0.015124331657871748,0.018638951942260062,0.01128757819653492,0.016910779424821554,0.019513826873827522,0.02195559485712173,0.015406150628570314,0.01263379348703264,0.0159720338039111,0.009967241130891313,0.01521374234331474,0.017149578898945306,0.01464747195799676,0.017208158174542465,0.015664369491013463,0.023740264264894506,0.004506203693853239,0.006949747990897093,0.005899123605115575,0.002139935277617022,0.016152979826221214,0.015140774282874858,0.015313598105374027,0.00889500234511642,0.0056968213754673425,0.020691093195094767,0.014558676136881443,0.016774897695032376,0.010451946777863208
2013-09-27,-0.014788775376870622,-0.00608022253748719,0.010500613879801168,0.0018191189100038585,-0.006701905357549998,-0.001702706081538552,-0.003249119191989669,-0.03015793102793407,-0.005623097538271393,0.0006536097226907955,-0.008512165796987436,-0.019508083307810398,0.005907239435702483,0.006267284987536703,0.005835024960970214,-0.013575230892756251,0.009712217988198102,0.010159141518456982,0.016376070978475932,-0.015164413196005921,-0.007838358030921477,-0.021650859110685094,-0.006867857451497317,-0.006630987679095757,-0.006764984105342875,0.006641925409439198,-0.013762580554175341,-0.012648885858243197,-0.017002013447141473,0.0022251135117032916,0.0026249356115986,-0.002997725094781356,-0.013542342709149668,-0.014258468530472856,-0.013264576950907103,-0.018049595521235418,-0.0028544896281795795,-0.003953445789425913,-0.001101007343315752,0.003338932185338095,0.0014020411098629726,0.00034101146846188257,0.0009969075520832593,0.0005019565102504231,-0.00020226766584729994,0.0008212752329719297,0.0,-0.000261655289120144,0.0011089994028139483,0.0037253577089950696,0.005866900945517006,-0.005117144837692211,-0.01278026265303478,-0.008515159683013973,-0.018591023399973428
2013-10-04,-0.005146542188099512,-0.0026032093306013193,-0.00902690260585437,0.008430629555681302,-0.0018401176215225856,0.005618593340786848,-0.006268806251358838,0.024185575793806757,-0.004925218155175659,-0.010124146466181982,0.0014112989333741055,-0.003806183545151387,-0.0021572423287281595,-0.0008384201295398297,-0.0006271104044464071,0.0,-0.0048094449282826135,-0.0060584030945778355,-0.009995497257151209,-0.0012110674004877087,-0.0009115399403210045,-0.001975939292873763,0.008863384419389497,0.008783229949184346,0.008581899223404355,-0.0021346907230231915,0.00025600618243704076,0.003731286276987378,-0.00013195810823651843,0.00490766721148761,0.00796338356621562,0.001879247387276406,-0.0036862962028365587,-0.00090403841596709,0.0009957908227704593,-0.0015869180405108096,0.010973352081649068,0.010039609434869146,0.009063047764120258,0.004326116284495862,0.0036618629280853465,0.0003408952192827108,-0.0004979573585902619,-0.0027593278745797756,0.0006068486008803387,-0.0008206012934534046,0.007119131275807433,0.00907346789920016,0.006425189460768976,-0.002226899679552252,-0.0014078779787936035,-0.0017804184756922137,0.0010220755142000826,-0.001431347597621202,-0.0011394649209215402
